1.499991321499999919e-01 9.245852540815306317e-03 1.426022647323995328e-02
2.500000000000000555e-01 2.579297912823682107e-02 3.997611333478948842e-02
3.999989293000000279e-01 4.959607231207562722e-02 7.643103203593649975e-02
5.499980614499999643e-01 7.103060589478102371e-02 1.087034637965953177e-01
6.499991321500000474e-01 8.584042604132204046e-02 1.305197549940378121e-01
7.999989293000000501e-01 1.076479711995029370e-01 1.624416845544017773e-01
9.499980614499999865e-01 1.315058006333423291e-01 1.961329697116734605e-01
1.049999132149999959e+00 1.470805552419875983e-01 2.179807362029168860e-01
1.150000000000000133e+00 1.629199464767590588e-01 2.400456690621654565e-01
1.250000000000000222e+00 1.789904931653036047e-01 2.623343248075561407e-01
1.399998929300000139e+00 2.026756375796674725e-01 2.956090147578809835e-01
1.549997858600000056e+00 2.285072653978191259e-01 3.315715920614490386e-01
1.649998061449999831e+00 2.454745196576596789e-01 3.554890085933546939e-01
1.749998264300000050e+00 2.627784942204852703e-01 3.802186427381997746e-01
1.849999132150000003e+00 2.805734955161718891e-01 4.059387202436746112e-01
1.999998929300000006e+00 3.078323184623176778e-01 4.465628088275502838e-01
2.149997858599999923e+00 3.379305242735816672e-01 4.921426857016196754e-01
2.249998061449999920e+00 3.590740732535268598e-01 5.249506750352980200e-01
2.349998264300000361e+00 3.818195190399674699e-01 5.607171671642919852e-01
2.449999132150000314e+00 4.063657966432739355e-01 5.997723107746145699e-01
2.599998929300000317e+00 4.468783413070752664e-01 6.652911985493010771e-01
2.749997878600000334e+00 4.948376465356256193e-01 7.429433085982178886e-01
2.849997898600000301e+00 5.312803826160602538e-01 8.016293884494295474e-01
2.949997898599999946e+00 5.722987418701648288e-01 8.668911522046106599e-01
3.049998056450000217e+00 6.188065299278990850e-01 9.393625875975547546e-01
3.149999107150000199e+00 6.719835060160164186e-01 1.019653977023670111e+00
3.250000000000000000e+00 7.332883845613754614e-01 1.107938410320560729e+00
3.350000000000000089e+00 8.044705366548488001e-01 1.203667764905788085e+00
3.450000000000000178e+00 8.879307881654849854e-01 1.305244129321805557e+00
3.599998949300000195e+00 1.038931312239442573e+00 1.458919452386644444e+00
3.749997898600000212e+00 1.241774501794647323e+00 1.606270361737285102e+00
3.849997898599999413e+00 1.411695614665212650e+00 1.677731128199138277e+00
3.949997898600000834e+00 1.617899810383128800e+00 1.715652667170425971e+00
4.049998056450000661e+00 1.867468711127687975e+00 1.707708153555479669e+00
4.149999107150000199e+00 2.164059023557977302e+00 1.646570869267108161e+00
4.299998949299999929e+00 2.656553860162201630e+00 1.464389816828888691e+00
4.449997898599999502e+00 3.090121692836433009e+00 1.209882315423000954e+00
4.549998056449999773e+00 3.147178414799481683e+00 1.029589114932639715e+00
4.649999107150000199e+00 2.934286800780355531e+00 8.604386802346810637e-01
4.799998949299999929e+00 2.259396381703516976e+00 6.480588381087939442e-01
4.949997898600000390e+00 1.539883951731007006e+00 4.794448213234515643e-01
5.049998056450000661e+00 1.161247727504529870e+00 3.933618086303172778e-01
5.149999107150000199e+00 8.761329207859903656e-01 3.241648892627718714e-01
5.287336789300000284e+00 6.096898715698482185e-01 2.530079005312093066e-01
5.437335738600000745e+00 4.210327257886811170e-01 1.950216132372288302e-01
5.549998056449999773e+00 3.240216630657282715e-01 1.619452283797896130e-01
5.649999107150000199e+00 2.628662421139325023e-01 1.395081634653160541e-01
5.799998949299999929e+00 1.996938490565079716e-01 1.147634361396258212e-01
5.949997898600000390e+00 1.556531896178628693e-01 9.606008186886624833e-02
6.049998056450000661e+00 1.350153220358766004e-01 8.699389006365979005e-02
6.149999107150000199e+00 1.189844944953693112e-01 7.980421188649561293e-02
6.299998949299999929e+00 1.016998985916420101e-01 7.203295258432894366e-02
6.449997898599999502e+00 8.897172933950128759e-02 6.622094423929819618e-02
6.549998056449999773e+00 8.290044098310678233e-02 6.355464599448967800e-02
6.649999107150001088e+00 7.814051793492465814e-02 6.154883242084418365e-02
