1.500001740000000139e-01 0.000000000000000000e+00
2.999992800999999876e-01 1.606448602012793339e-02
4.499982122000000251e-01 5.464979468398099838e-02
5.499982122000000029e-01 8.981434002647936676e-02
6.499988728000000160e-01 1.280713487130066830e-01
7.499996907000000546e-01 1.684292675385650750e-01
8.499999240000000178e-01 2.102892966248642859e-01
9.500001739999999195e-01 2.532628905413669140e-01
1.050000347999999972e+00 2.970845571624370351e-01
1.150000348000000061e+00 3.415656124854905551e-01
1.299999280100000210e+00 4.093303857093554821e-01
1.449998872800000171e+00 4.779541729980295584e-01
1.549999690699999988e+00 5.239980565959008185e-01
1.649999848000000213e+00 5.702758017217588460e-01
1.749999924000000151e+00 6.167509272911566587e-01
1.850000000000000311e+00 6.633943085295193054e-01
1.950000174000000142e+00 7.101826005511935325e-01
2.050000347999999750e+00 7.570968705866875093e-01
2.150000348000000283e+00 8.041215206281551175e-01
2.250000347999999928e+00 8.512436855201003238e-01
2.399999280099999854e+00 9.221263997156026182e-01
2.549998212200000225e+00 9.931732976137720437e-01
2.649998212200000314e+00 1.040588941950077340e+00
2.749998872799999994e+00 1.088059054801094661e+00
2.849999533400000118e+00 1.135576866984627786e+00
2.949999533400000207e+00 1.183135996772495036e+00
3.049999533399999851e+00 1.230730933603747079e+00
3.149999533400000384e+00 1.278356196471398309e+00
3.249999690700000610e+00 1.326006716282017717e+00
3.349999847999999947e+00 1.373677636268268110e+00
3.449999924000000551e+00 1.421364551775646135e+00
3.549999999999999822e+00 1.469063547839689399e+00
3.650000000000000355e+00 1.516771136450864255e+00
3.750000000000000444e+00 1.564484455545584574e+00
3.850000000000000089e+00 1.612201148820468610e+00
3.950000174000000364e+00 1.659919530623711115e+00
4.099999280100000476e+00 1.731513088310653536e+00
4.249998212200000403e+00 1.803106297994788054e+00
4.349998872799999639e+00 1.850825277060464957e+00
4.449999690699999455e+00 1.898545412309121660e+00
4.549999847999999680e+00 1.946267528295523741e+00
4.649999924000000284e+00 1.993993340280751037e+00
4.750000000000000000e+00 2.041724409619503078e+00
4.850000174000000719e+00 2.089462321028976444e+00
4.950000347999999661e+00 2.137208362521735960e+00
5.056825680100001108e+00 2.188236334222991353e+00
5.206824612200000146e+00 2.259931269075673654e+00
5.349998872799999639e+00 2.328364665160943314e+00
5.449999690700000343e+00 2.376153017221606767e+00
5.549999848000000569e+00 2.423943550962458726e+00
5.649999924000000284e+00 2.471731736064399332e+00
5.750000000000000000e+00 2.519511240924659390e+00
5.850000174000000719e+00 2.567274182516216197e+00
5.950000347999999661e+00 2.615010891876196286e+00
6.064887030100000409e+00 2.669831064827080436e+00
6.214885962200000336e+00 2.741328418808967271e+00
6.349998872800000527e+00 2.805553934307706054e+00
6.449999690699999455e+00 2.852950150525648265e+00
6.549999847999999680e+00 2.900224117325590711e+00
6.649999924000000284e+00 2.947354808887775235e+00
6.750000000000000000e+00 2.994319866818370368e+00
6.850000174000000719e+00 3.041096035788433127e+00
6.950000348000000550e+00 3.087659520852550354e+00
7.076948880099999784e+00 3.146461503881547994e+00
7.214285662200000893e+00 3.209680316561975388e+00
7.337336062200000342e+00 3.265857813996871695e+00
7.449998212200000580e+00 3.316782078008066570e+00
7.549998872800000704e+00 3.361569871999390724e+00
7.649999690699999633e+00 3.405983598590310191e+00
7.749999923999999929e+00 3.450003242922433433e+00
7.850000173999999831e+00 3.493610655564515888e+00
7.950000347999999661e+00 3.536788813439750712e+00
8.050000951999999543e+00 3.579522454525347452e+00
8.150001806000000570e+00 3.621797533159380134e+00
8.297405634100000427e+00 3.683259480369620142e+00
8.447403712199999859e+00 3.744726856410676596e+00
8.549998872799999816e+00 3.786118916158576209e+00
8.649999690700001409e+00 3.825949426448399748e+00
8.749999847999999858e+00 3.865272643703344446e+00
8.849999924000000462e+00 3.904087046657290117e+00
8.950000173999999475e+00 3.942392791545321185e+00
9.050000952000001320e+00 3.980192059316791653e+00
9.150001806000002347e+00 4.017488567324792648e+00
9.256429505999999918e+00 4.056637364849309257e+00
9.385897374099998913e+00 4.103537745965055272e+00
9.529468027200000080e+00 4.154641216308534446e+00
9.649998907799998804e+00 4.196801569181660696e+00
9.749999705699998742e+00 4.231287707154083755e+00
9.849999928999999099e+00 4.265364003827889938e+00
9.950000183999998526e+00 4.299056820218454256e+00
1.005000096200000037e+01 4.332397862252377330e+00
1.015000180600000057e+01 4.365423874641730428e+00
1.027752404410000153e+01 4.407186427208622526e+00
1.042752214719999948e+01 4.455945937987116245e+00
1.054999890779999916e+01 4.495555681519316060e+00
1.064999970569999910e+01 4.527870287433056973e+00
1.074999992899999945e+01 4.560304360557610792e+00
1.085000018400000066e+01 4.593013292918187496e+00
1.095000096200000073e+01 4.626151446710019322e+00
1.105000180600000093e+01 4.659804748593008306e+00
1.115000205599999994e+01 4.693968565490144407e+00
1.130000015909999966e+01 4.745952076409825970e+00
1.144999890779999951e+01 4.798563480061955211e+00
1.154999970569999945e+01 4.833845777641921693e+00
1.164999992899999981e+01 4.869159476564665745e+00
1.175000018399999924e+01 4.904429107249441699e+00
1.185000036799999990e+01 4.939606487157800707e+00
1.195000096200000073e+01 4.974663645553045299e+00
1.205000180599999915e+01 5.009581962861886062e+00
1.215000205599999816e+01 5.044345850269079889e+00
1.230000015909999966e+01 5.096135482849080134e+00
1.244999890779999951e+01 5.147405666308544347e+00
