6.804445340000001008e-02 1.686302222874013435e+00 9.962678342447546520e-02 2.337034841898953719e+00 1.844748654262665100e-01
9.999844880000000047e-02 1.660946477848161296e+00 5.454859835484806435e-02 2.288827739475012280e+00 1.030773343631122829e-01
1.499984487999999894e-01 1.657713350734402402e+00 4.151696387336308025e-02 2.282523395819306522e+00 7.921424824052256120e-02
1.999984488000000060e-01 1.654673324759150743e+00 2.843119634552621067e-02 2.277324981717117058e+00 5.519237572545539205e-02
2.448478292000000056e-01 1.655273347897894265e+00 2.437992123251221319e-02 2.279370865246843625e+00 4.765576300787303932e-02
2.948475338000000057e-01 1.655489966855431705e+00 2.002698758515095850e-02 2.281518058156582818e+00 3.962788572024877887e-02
2.999984488000000393e-01 1.655638847983491591e+00 1.971585522793425221e-02 2.281989562223907697e+00 3.911670297134325902e-02
3.499984487999999727e-01 1.656193341098330940e+00 1.756626873180000548e-02 2.284985027785926270e+00 3.553386679263281084e-02
3.999984488000000171e-01 1.656932076382567232e+00 1.541641432755518765e-02 2.288515222752475431e+00 3.195295639515013247e-02
4.499984487999999505e-01 1.657973259118232567e+00 1.415149364639580777e-02 2.292941894990819129e+00 2.977969333598313659e-02
4.999984487999999394e-01 1.659129324865527888e+00 1.288727180697466987e-02 2.298015645631040105e+00 2.760703514386557422e-02
5.307431438000000945e-01 1.659991736701580400e+00 1.235039395842920870e-02 2.301631182555476052e+00 2.664219661420887814e-02
5.807428383999999610e-01 1.661492031535289460e+00 1.153308447043442826e-02 2.308136514425061847e+00 2.517129332330190691e-02
5.999984388000000335e-01 1.662124236363127450e+00 1.125233936901636790e-02 2.310887327629883803e+00 2.466494158181839827e-02
6.142016192000000485e-01 1.662612089473221255e+00 1.107639161729116924e-02 2.313024020761288657e+00 2.432847481413587601e-02
6.642013138000000261e-01 1.664414139178006291e+00 1.051938322778761363e-02 2.321151458437635373e+00 2.362871750876813226e-02
6.999984388000001223e-01 1.665828304124664205e+00 1.013820542709220444e-02 2.327261075762084630e+00 2.326548178866947800e-02
7.499984388000000557e-01 1.667965997760057384e+00 9.749124168133867577e-03 2.336466499940631270e+00 2.284464865064117500e-02
7.999984387999999891e-01 1.670312090866140187e+00 9.359871828378047223e-03 2.346588628718538239e+00 2.241835786175884124e-02
8.499984387999999225e-01 1.672884174893516818e+00 9.088850543949691593e-03 2.357752370037690337e+00 2.205849965565322493e-02
8.999984388000000779e-01 1.675683220236901638e+00 8.817467553087769000e-03 2.370099647110072372e+00 2.169119639235653207e-02
9.148864892000001525e-01 1.676573674989781271e+00 8.759935040500297504e-03 2.374054366298415264e+00 2.159050900282909885e-02
9.648861838000000191e-01 1.679696848424365285e+00 8.578930546431783738e-03 2.388270035379142620e+00 2.175064037014169671e-02
9.999984387999999447e-01 1.682057825255487860e+00 8.455078413848932106e-03 2.398733869584028344e+00 2.200703550565438413e-02
1.024772623800000115e+00 1.683811742326436489e+00 8.400711641440610639e-03 2.406470862065100746e+00 2.215514160352477502e-02
1.074772318399999982e+00 1.687555558908294007e+00 8.294538030735531045e-03 2.423147934648941959e+00 2.242401621946842755e-02
1.099998438800000145e+00 1.689576295353784952e+00 8.242588523718549776e-03 2.432159998540993406e+00 2.254417708694510941e-02
1.146902434200000043e+00 1.693554058997077894e+00 8.208156927936971492e-03 2.450159813692286637e+00 2.270836320075452289e-02
1.196902128799999909e+00 1.698148912850945935e+00 8.170007424971368823e-03 2.471643228401509074e+00 2.293226393177882211e-02
1.199998438800000011e+00 1.698450564229043058e+00 8.167647026203497806e-03 2.473058030958717346e+00 2.301344546377254510e-02
1.249998438799999834e+00 1.703485163069276664e+00 8.201823606457938134e-03 2.496483592196658385e+00 2.418278092041522068e-02
1.299998438800000100e+00 1.708981395744509024e+00 8.233574510537291710e-03 2.521899194780963693e+00 2.531038599231619918e-02
1.349998438799999922e+00 1.714993485566121523e+00 8.349769980573799183e-03 2.550014246372707571e+00 2.619378462426813492e-02
1.399998438799999967e+00 1.721601546488037204e+00 8.462223716589490491e-03 2.581627749449491471e+00 2.702124781228814124e-02
1.410249459200000111e+00 1.723047677613054995e+00 8.511548538852720114e-03 2.588661404967076418e+00 2.716268201636945143e-02
1.460249153800000199e+00 1.730456199585472588e+00 8.734634830902015395e-03 2.625568324595388248e+00 2.950651984082423157e-02
1.499998438800000056e+00 1.736958267708596182e+00 8.904519929876855699e-03 2.657126282668371253e+00 3.164007036667024902e-02
1.500133178800000078e+00 1.736982167845780189e+00 8.905647501599984681e-03 2.657236787425024449e+00 3.164672665786734396e-02
1.550132873399999944e+00 1.746000033599595103e+00 9.292849470045664445e-03 2.701662768174709850e+00 3.386017577407835627e-02
1.599998438800000145e+00 1.756157823465001044e+00 9.668559023852871248e-03 2.753429974891748344e+00 3.589835719348824505e-02
1.604927564200000045e+00 1.757254509425702160e+00 9.740131161062620668e-03 2.759151852406682703e+00 3.606980045153878461e-02
1.654927258799999912e+00 1.768947401270281272e+00 1.041631688408356342e-02 2.821144274561437459e+00 4.226987912531122993e-02
1.699998438800000011e+00 1.781188506513522229e+00 1.100365397486826116e-02 2.884057041869934057e+00 4.795276818792044288e-02
1.730936744200000321e+00 1.790707049131497808e+00 1.185251991004318550e-02 2.934204986902903212e+00 5.120508422261344644e-02
1.780936438799999744e+00 1.808398573388916519e+00 1.315786196686876373e-02 3.036647507063166440e+00 6.221120492858140533e-02
1.799998438799999878e+00 1.816616724114241466e+00 1.361880012097455017e-02 3.079137704291218913e+00 7.003052623519734343e-02
