1.499991087499999987e-01 9.734703701862508149e-03 1.300968207989293239e-02
2.500000000000000555e-01 2.716953039277348811e-02 3.642065856894287357e-02
3.999991087499999987e-01 5.226607929310193162e-02 6.973638902370088433e-02
5.499982174999999973e-01 7.504879657249888258e-02 9.957550803664089178e-02
6.499991087500001097e-01 9.089561896787366757e-02 1.200392850949274226e-01
7.999991087500001319e-01 1.144569623645738249e-01 1.503864891950273119e-01
9.499991087500000431e-01 1.406897253574731776e-01 1.832462020269983449e-01
1.050000000000000044e+00 1.580918732623089462e-01 2.049524556296407340e-01
1.150000000000000133e+00 1.760408318392617522e-01 2.271937254068820411e-01
1.250000000000000222e+00 1.945267653591836732e-01 2.499808323246675013e-01
1.399999108750000110e+00 2.222530036968945188e-01 2.843526119580657707e-01
1.549998217499999775e+00 2.532254677736770487e-01 3.222255654532568125e-01
1.649999108750000110e+00 2.739077842433343957e-01 3.475324620965170030e-01
1.750000000000000000e+00 2.951972642090179844e-01 3.735827718710952872e-01
1.899999108750000110e+00 3.274140209618124908e-01 4.134338671988056491e-01
2.049998217500000219e+00 3.630676404188277751e-01 4.575849417105650740e-01
2.149998217499999864e+00 3.875342936421915518e-01 4.880053093608873183e-01
2.249998217499999953e+00 4.132233144382301271e-01 5.201259301980465377e-01
2.349999108750000065e+00 4.403458336628334191e-01 5.542070225026707320e-01
2.450000000000000622e+00 4.691800849208108692e-01 5.906377508529674358e-01
2.599999108750000065e+00 5.159010243959548658e-01 6.498680728714464339e-01
2.749998217500000397e+00 5.700037950798185760e-01 7.183029087363408394e-01
2.849999108750000065e+00 6.099999584536935915e-01 7.685607644068990218e-01
2.950000000000000622e+00 6.540661187869480919e-01 8.235628644631286521e-01
3.099999103750000540e+00 7.287833964324791358e-01 9.155970944842820591e-01
3.249999103750000451e+00 8.199320517625019455e-01 1.024755920487804284e+00
3.350000000000000089e+00 8.911756213830281936e-01 1.106521426736076563e+00
3.450000000000000178e+00 9.734908462128464279e-01 1.196712992353031080e+00
3.599999103749999652e+00 1.122167869544626218e+00 1.346353975882187859e+00
3.749999103750000451e+00 1.318516216707777744e+00 1.514196557959838652e+00
3.850000000000000089e+00 1.480747391144888736e+00 1.624022747377942499e+00
3.999999103750000007e+00 1.775727904268428192e+00 1.758797573927360469e+00
4.149998207500000369e+00 2.149079675329196526e+00 1.820270656540654786e+00
4.249999103750000451e+00 2.404960612135997433e+00 1.783970526099394993e+00
4.396902793749999816e+00 2.674643955714498311e+00 1.617877707055944914e+00
4.546901897499998846e+00 2.663704417382502410e+00 1.349118844809120921e+00
4.649998207499999481e+00 2.404212037081703279e+00 1.140256206195631616e+00
4.749999103750000451e+00 2.031558596866070321e+00 9.487280053113665845e-01
4.849999999999999645e+00 1.633785020717527514e+00 7.790448695761492681e-01
4.980937103749999650e+00 1.184272722643554321e+00 5.992320255302018284e-01
5.119214467500000865e+00 8.319598098726713742e-01 4.533553150655270092e-01
5.238276467500000422e+00 6.151529014525365380e-01 3.579579270303130945e-01
5.349998207500000547e+00 4.660839708246632962e-01 2.878365649637595336e-01
5.449999103749999740e+00 3.697057492107132526e-01 2.397572417761485719e-01
5.599999103750000096e+00 2.699198292954483325e-01 1.869640848461388283e-01
5.749999103750000451e+00 2.007552498625325699e-01 1.476923291513712322e-01
5.849999999999999645e+00 1.683655928705375671e-01 1.285525482438867328e-01
5.999999103750000451e+00 1.336926906442483520e-01 1.075058354621586248e-01
6.149998207499999481e+00 1.084363509233656070e-01 9.162540776451494340e-02
6.249999103749999563e+00 9.633073794470535522e-02 8.395549513879513315e-02
6.350000000000000533e+00 8.677806510076115087e-02 7.788377108655106240e-02
6.499999103749999563e+00 7.637368875581987404e-02 7.134762174060729767e-02
6.649998207500000369e+00 6.859215092380543943e-02 6.648776221763610939e-02
6.749999103749999563e+00 6.490675768403703083e-02 6.428254111053458009e-02
6.849999999999999645e+00 6.204654482087747225e-02 6.264059617054709705e-02
6.999999103750000451e+00 5.910660931372001270e-02 6.108922743241738951e-02
7.149998207500001257e+00 5.705266378352443629e-02 6.011652504995210200e-02
7.249999103750000451e+00 5.625494898999424537e-02 5.983487077735481774e-02
7.349999999999999645e+00 5.578084643927800484e-02 5.975063951269068280e-02
7.479468873749999247e+00 5.568854702535044887e-02 5.995485864406290694e-02
7.629467977500000053e+00 5.592123984989080809e-02 6.035462446239671375e-02
7.749999103749999563e+00 5.631025919735301727e-02 6.073394088385917350e-02
7.850000000000000533e+00 5.689392056354205390e-02 6.117304463523839941e-02
7.999999103749999563e+00 5.806660528724866960e-02 6.190871707947766256e-02
8.149999103749999918e+00 5.942409727935199504e-02 6.270359856796410558e-02
8.249999999999998224e+00 6.047250996145646373e-02 6.325053114360558448e-02
8.377522993750000424e+00 6.197938577273522792e-02 6.398592848646796061e-02
8.527522097500000342e+00 6.382959176075708729e-02 6.481584896456747680e-02
8.649999103749999918e+00 6.536426203481933428e-02 6.543423419495868198e-02
8.750000000000000000e+00 6.669535563764682207e-02 6.595034520455854421e-02
8.879553438749999472e+00 6.848868655669754224e-02 6.661831331710718618e-02
9.029552542500001167e+00 7.056334359317026350e-02 6.734016625497055153e-02
9.149999103749999918e+00 7.219712021868847363e-02 6.785406196094768971e-02
9.250000000000000000e+00 7.358081275720769476e-02 6.828084962386457568e-02
9.399999103749999918e+00 7.563256548917882127e-02 6.886722073230643060e-02
9.549998207499998060e+00 7.767914850534465843e-02 6.943154851737130817e-02
9.649999103749999918e+00 7.901776341418700889e-02 6.977391831927752530e-02
9.799999103750000273e+00 8.096639481487143131e-02 7.023829531040222396e-02
9.949999103750000629e+00 8.288868322162275259e-02 7.068305729269480642e-02
1.009999910374999921e+01 8.466775563917168512e-02 7.106461640247137279e-02
1.024999910374999956e+01 8.637326655648926155e-02 7.142572312074421670e-02
1.039999910374999992e+01 8.785209682302977385e-02 7.172747877764430735e-02
1.054999820749999984e+01 8.923408839997845621e-02 7.201117611084020820e-02
1.064999910375000169e+01 9.004095057353798948e-02 7.217601707418697110e-02
1.079999910375000027e+01 9.106922422781481286e-02 7.238900342310912450e-02
1.094999910374999885e+01 9.200681415088036996e-02 7.260157306193666671e-02
1.109999910375000098e+01 9.271425751890145783e-02 7.277443773382639980e-02
1.124999910375000134e+01 9.330096336192371387e-02 7.291459327835636550e-02
1.139999910374999992e+01 9.366460360710859856e-02 7.301437011778462438e-02
1.154999820749999984e+01 9.392793626075916780e-02 7.310191404326661646e-02
1.164999910375000169e+01 9.399998302732177902e-02 7.314424844608068133e-02
1.179999910575000044e+01 9.395528989509413509e-02 7.318414858784115518e-02
1.194999910574999902e+01 9.381862381280800522e-02 7.321282842889559328e-02
1.209999910574999937e+01 9.350063915842576900e-02 7.320692788703862808e-02
1.224999910574999973e+01 9.309987172766602537e-02 7.318939608828756160e-02
1.239999910575000186e+01 9.254785710339101523e-02 7.314170144899977133e-02
1.254999821150000194e+01 9.192758120642335884e-02 7.308424491202687723e-02
1.264999910575000186e+01 9.145434471833129020e-02 7.303364991716562726e-02
1.279999910559999954e+01 9.066744519462395513e-02 7.293767920299402963e-02
1.294999821134999962e+01 8.983384328125948448e-02 7.283048267022894373e-02
1.304999821149999839e+01 8.923889024234647749e-02 7.274402561958767666e-02
1.314999910575000008e+01 8.862122039671598006e-02 7.264834267560615899e-02
1.329999910575000044e+01 8.765463603000714365e-02 7.248399462583926534e-02
1.344999910575000079e+01 8.666494150206575930e-02 7.230913987075600347e-02
1.359999910574999937e+01 8.564708756298429482e-02 7.210947406607978727e-02
1.374999910574999973e+01 8.461916199388148929e-02 7.190022622383172857e-02
1.389999910374999992e+01 8.358354167973253146e-02 7.166296568750353535e-02
1.404999820749999806e+01 8.254581160267990270e-02 7.141247598338171243e-02
1.414999910374999992e+01 8.185401568561671837e-02 7.123098014814387147e-02
1.426787816875000203e+01 8.104302038524363594e-02 7.100735715591216524e-02
1.441787727249999840e+01 8.001295731720703408e-02 7.070309151745937659e-02
1.454999820749999984e+01 7.910597749598689832e-02 7.041862555276620639e-02
1.464999910374999992e+01 7.842557528836636982e-02 7.019558409195830739e-02
